category,location_name,post_name,requirement,responsibility,update_time
Technology,Shenzhen,31504-业务运维高级工程师,"1. 计算机或相关专业本科或以3上学历；
2. 熟练使用Linux/unix操作系统，精通Shell编程，并熟练掌握Perl、PHP、Python之一的编程；
3. 熟悉TCP/IP、HTTP等协议，有良好的网络、存储、安全、计算机体系结构方面的知识；
4. 责任感强，有良好的服务意识与团队合作意识；
5. 有较强的问题分析与解决能力，沟通能力强；
6. 有项目推动/运维流程工具建设经验者优先；","1. 负责腾讯位置服务、车联网、自动驾驶、腾讯乘车码等相关产品的后台运营规划、架构优化、成本优化、高可用运维等技术运营工作； 
2. 在把握趋势，在业务向移动化、云化发展的同时，对运维系统提出新时代建设要求，吸收业界先进技术，帮助业务稳定健壮的发展; 
3. 跟进对接业务的运维需求，质量改进，提升客户满意度。","February 18,2021"
Technology,Shenzhen,34471-创新项目推荐算法工程师（深圳）,"1.具备创新思维和创业精神，对技术有激情；
2.有优秀的逻辑思维能力和数据分析能力，善于分析和解决问题；良好的沟通能力与团队协作能力；
3.计算机及相关专业本科以上学历，具有超过3年的互联网搜索、推荐、流量或相关领域的工作经验
4.精通TensorFlow/Caffe/Pytorch/MXNet等至少其中一种深度学习框架，对深度学习模型有深刻理解，并有相关实践经验；
5.具有良好的工程实现能力，熟悉linux开发环境，熟练掌握C/C++、Java、python等至少一种编程语言；
6.有电商相关业务的推荐、搜索、挖掘相关经验优先；
7.有社交网络图挖掘、大数据挖掘、强化学习、计算机视觉、多模态内容理解等方向经验者优先。","负责创新项目相关内容产品的个性化推荐算法、电商推荐算法的研发和落地；
理解用户需求，持续改进内容、电商等业务的推荐算法；
业界前沿算法调研和评估，包括但不限于用户表示学习、排序模型、多目标网络设计、强化学习RL在推荐系统中应用等方向。","February 15,2021"
Technology,Shenzhen,25926-运营开发工程师（深圳）,"本科及以上学历，2年以上Linux系统下后台系统开发工作经验；
熟练掌握Python或Go语言，了解C/C++，有一定的架构能力和良好代码规范；
熟悉网络服务开发，有Web服务后台系统的架构和编程经验，了解数据库相关知识；
拥有良好的发现、分析与解决问题的能力；
责任感强、具有团队精神与服务意识；
有分布式服务/大型平台服务统设计开发和维护经验者优先；","负责游戏安全相关用户服务平台产品的技术设计与开发；
负责游戏安全相关客户安全服务产品、以及基础运营支撑平台的设计与开发；","February 15,2021"
Technology,Beijing,29912-搜索后台开发工程师（北京）,"熟练掌握C/C++/java编程，熟悉Linux平台下的开发调试，熟悉python/shell等脚本语言；
熟练掌握常用数据结构算法和设计模式；
熟悉分布式系统的设计和应用，有海量服务相关经验者优先；
具备搜索引擎相关开发经验，熟悉搜索引擎核心模块的架构和实现；
具备良好的程序员职业素养，爱学习，追求开发高质量的代码；
具备良好沟通能力和团队意识，具有产品意识和创造力，能承担工作压力，有责任心。",负责腾微视搜索业务后台研发工作，满足海量索引数据基础召回的性能和效果，确保搜索能力的高效易用。,"February 15,2021"
Technology,Singapore,TEG02-Network Operation Engineer,"Basic Requirements
· Bachelor’s Degree in a technology related field or equivalent experience to a Bachelor's degree
· 2+ years professional experience working in large scale networking environments.
· Experience with internet routing protocols and concepts: TCP/IP, BGP, MPLS and ISIS 
· Experience in automation via Shell scripting or Python programming.
· Good verbal and written communication in Chinese and English
Preferred Requirements
· Knowledge of network analysis fundamentals and robust troubleshooting skills; specifically, familiar with leading cloud network providers
· Experience working with customers to diagnose a problem, and work toward resolution

","Tencent Network Operation Center（NOC） is looking for experienced Network Engineers to drive the sustainability and operations of our global cloud computing networks，which is experiencing rapid growth。
In this role, candidate will work with highly skilled Network Engineers responsible for the quality of our core datacenters, including both deployment and operations of our current and future networks.
Our ideal candidate is highly autonomous, understand the necessity of 7X24 onsite support with teams. The desire and ability to work in a fast-paced collaborative environment is essential.
","February 15,2021"
Technology,Singapore,"TEG09-System Engineer, Distributed Storage System","Minimum qualifications:
Bachelor’s degree Computer Science or related technical field, or equivalent practical experience；
Experience with Unix/Linux operating systems internals (e.g., filesystems, storage devices), and with networking (e.g., tcp/ip, routing) or cloud systems；
Experience with analyzing and troubleshooting storage systems；
Experience programming in one or more of the following: Shell, Python, Go, etc；

Preferred qualifications:
Experience designing or managing large-scale distributed storage systems, understanding the principle of distributed system and be familiar with open source distributed storage system (e.g. NAS, HDFS, CEPH)；
Experience with OP jobs as well as using SRE tools and systems (e.g. online release, monitoring, daily inspection etc.) and script programming；
Ability to get familiar with storage system and related managing systems in a short time；
Systematic problem-solving approach coupled with effective communication skills and a sense of drive；
Ability to communicate with domestic team and local team fluently in English, and speaking Chinese is preferred；
","Responsible for the daily operation and maintenance of our distributed storage systems such as file storage / block storage / object storage (e.g. online release, software deployment, monitoring, inspection, alarm response, etc.) to ensure the reliability of our distributed storage services；
 Get familiar with the architecture of distributed platform, be able to find, debug and solve common faults, hidden dangers and performance problems, and be responsible for the execution of emergency plan and fault recovery strategy；
Engage in the construction of automatic tools and systems, be able to use and develop tools and platforms to improve the overall efficiency；
","February 15,2021"
Technology,Shenzhen,35599-信息流推荐系统高级算法工程师,"1、具备丰富的机器学习算法经验，掌握DeepFM、DNN、FM、多目标等模型，且有大规模应用经验；
2、有深度学习，强化学习算法在信息流推荐中实践经验者尤佳；
3、有推荐系统、搜索引擎、广告经验者尤佳；
 4、工作有激情，具备责任心、良好的沟通技巧和团队合作精神；
5、良好的逻辑思维和沟通能力，接受挑战性工作;
6、熟悉 C++、python等编程语言，熟悉Tensorflow、Pytorch等框架；","负责腾讯看点PUSH/看点日报内容分发、推荐效果优化；
针对各推荐场景用户进行数据分析和数据洞察，建模，上线；
紧跟工业界的前沿技术，结合实际的业务场景进行算法开发、落地；","February 15,2021"
Technology,Shenzhen,WXG02-122 微信内容算法高级工程师（视频号）（深圳） ,"1. 计算机、数学相关专业硕士及以上学历，三年以上工作经验；
2. 精通NLP基础应用，包括短文本分类，序列标注，主题发现，同义词挖掘、知识抽取等；或者熟悉CV领域如图像分类，特征抽取以及图像语义理解等算法技术等；  
3. 熟练掌握一门编程语言（C++/Python/Scala/Jave等），了解常用的数据结构和算法；熟悉tensorflow，pytorch等机器学习算法框架者优先； 
 4. 有Hadoop、Spark、ElasticSearch等分布式平台处理经验；有GPU优化训练和预测模型经验者优先； 
 5. 良好的逻辑思维、业务意识和沟通能力；  
6.本岗位也同样欢迎11级或更高级别专家应聘","负责微信视频号等业务的用户兴趣标签体系建设； 深挖用户感兴趣内容的分类与关联； 不断提升标签的精准度和覆盖率。
","February 13,2021"
Technology,Chengdu,WXG10-企业微信专项测试工程师（成都）,"计算机相关专业，本科以上学历，有2年以上专项技术测试或测试开发经验者优先；
 熟悉主流的自动化测试框架和方法，熟练使用相关测试工具； 
熟悉HTTP/TCP/UDP等网络协议 至少精通Python、C/C++、Java等其中1门语言； 
具备较强的沟通推动能力、项目管理与风险把控能力； 
热爱软件测试，能承受较强的工作压力。","负责企业微信产品测试； 
设计专项及系统测试方案，跟进项目测试过程，保证版本发布质量； 
协助团队提升测试效率与质量。","February 13,2021"
Technology,Shenzhen,TEG03-高级测试开发工程师（深圳）,"本科及以上学历，具备3年以上产品开发/测试开发经验，精通java/python等编程开发；
熟悉使用LINUX/UNIX、 精通网络编程和相关的TCP/IP网络协议；
对测试自动化技术、具有实际开发推动经验者优先考虑；
熟练掌握软件工程理论、良好的沟通合作和抗压能力。","负责部门大数据平台相关测试工具平台的整体规划与开发工作，帮助测试团队及项目组提升测试能力和效率；
负责推动测试工具平台的实施，帮助团队的开发能力的提升；
不限于持续集成、自动化、大数据专项测试平台，提升前台易用性，后台的扩展性，并逐步推广到全公司测试团队使用。","February 13,2021"
